example_id,source_split,question_type,project_domain,profile_id_or_name,answer,old_technical_depth,old_personal_contribution,old_clarity,old_problem_solving,old_impact,old_role_relevance,new_technical_depth,new_personal_contribution,new_clarity,new_problem_solving,new_impact,new_role_relevance,review_status,label_action,corrected_fields,exclusion_reason,review_notes
ex_000190,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase for a course project. I helped with the debugging when we started seeing an issue where some user data wasn’t showing up correctly after login.

At first, it wasn’t obvious what was wrong because the app seemed to work for some users but not others. I assisted by checking the flow step by step, looking at the login process, the data being sent and received, and comparing what was happening in the app with what we expected. I also worked with the rest of the team to narrow down whether the problem was in the front end or in Firebase.

What made it difficult was that the issue didn’t happen every time, so we had to test it a few different ways and be patient while tracing it. In the end, we found the cause and made a fix that improved the app’s reliability. It was a good learning experience for me because it showed me how important it is to debug carefully and not assume the first thing you see is the real problem.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000205,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase as part of a course project. I was mainly assisting with the debugging, so I helped look into an issue where some users were seeing inconsistent data after logging in and switching between screens.

At first, it wasn’t obvious what was causing it because the app seemed to work fine in some cases. I helped by testing different user flows, checking where the data was being loaded, and comparing what happened in the app with what was stored in Firebase. We eventually found that the issue was related to how the app was handling updates and reloading data in a few places.

My main contribution was helping narrow down when the problem happened and verifying fixes as we made them. It was a good learning experience because it showed me how important it is to test edge cases and to debug step by step instead of assuming the first thing you see is the root cause. In the end, we were able to improve the behavior and make the app more reliable.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000212,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app I built as part of a course project using React and Firebase. We ran into an issue where some users were seeing old data or missing updates, and at first it wasn’t obvious why.

I helped by testing different parts of the app and checking whether the problem was in the front end or with the Firebase data. I also compared what was happening on my device with what other people were seeing, which helped narrow it down. After that, I worked with the rest of the team to trace the issue and make a small fix in how the data was being loaded and refreshed.

It was a good learning experience for me because it showed me how important it is to debug step by step instead of guessing. In the end, we got the app working more reliably and I felt more confident troubleshooting issues in a real project.",3,3,4,3,2,4,3,3,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000272,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project that comes to mind was a mobile app I worked on using React and Firebase for a course project. We were building a simple app with user login and saved data, and I helped with the front-end and some of the Firebase setup.

We ran into an issue where some users would log in, but their data wouldn’t always load correctly. At first it was hard to tell whether the problem was in the UI or in the Firebase calls. I helped by testing different user flows, checking the console for errors, and comparing what was happening in the app with what we expected. That made it easier to narrow down where the issue was happening.

What I learned from that was to debug step by step instead of guessing. Even though I was mostly assisting, I got a better understanding of how to trace a problem through the app and how important it is to test small changes one at a time. In the end, we were able to get the issue under control and make the app more reliable.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000279,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase for a course project. I helped out with debugging when we started seeing an issue where some user data wasn’t showing up correctly after login.

My role was mostly to assist by testing different parts of the app, checking the flow from the frontend to Firebase, and helping narrow down where the problem was happening. At first, it wasn’t obvious whether the issue was in the UI or in how the data was being saved and loaded, so I went step by step and compared what I expected to happen with what was actually happening.

What helped most was staying organized and testing one change at a time. I also asked questions when I got stuck, which helped me understand the problem better instead of guessing. In the end, we were able to identify the issue and get the app working more reliably.

That project taught me that debugging is often about being patient, breaking the problem down, and not assuming the first thing you see is the real cause.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000302,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase for a course project. I was mainly helping the team with debugging and testing, so when we ran into a problem where some user data wasn’t showing up correctly, I spent time trying to figure out where it was breaking.

At first, it wasn’t obvious whether the issue was in the UI or in the Firebase data. I helped by checking the flow step by step, looking at the app behavior, and comparing what we expected with what was actually being saved and displayed. I also worked with the team to narrow it down by testing different cases and making small changes one at a time.

What I learned from that was to be patient and systematic instead of guessing. Even though it took some time, we were able to identify the issue and get the app working more reliably. It was a good experience for me because it showed me how important debugging and teamwork are in a real project.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000314,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app for a course project using React and Firebase. I mostly assisted with the debugging, but I was involved in helping track down an issue where some user data wasn’t showing up correctly after login.

At first, it wasn’t obvious what was causing it because the app seemed to work for some users and not for others. I helped test different parts of the flow, checked the data being passed around, and compared what was happening in the app with what was stored in Firebase. We eventually found that the issue was related to how the data was being loaded and updated in a couple of places.

What I learned from that project was to be more systematic when debugging instead of guessing. It also showed me how important it is to test edge cases and follow the full flow from the UI to the backend. In the end, we were able to get the issue resolved and the app worked more reliably.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000335,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase for a course project. I helped with the debugging when we started seeing an issue where some data wasn’t showing up correctly for certain users.

My role was mostly to assist by testing different parts of the app, checking the console, and helping narrow down when the problem was happening. At first it wasn’t obvious because the app seemed to work fine in some cases, but not in others. I worked with the rest of the team to compare what was happening in the frontend with what was being saved in Firebase, and that helped us figure out where to look.

The main thing I learned was to be patient and break the problem into smaller parts instead of trying to guess the cause right away. I also got more comfortable reading logs and checking how data was moving through the app. In the end, we were able to improve the issue and get the app working more reliably.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000392,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project that comes to mind was a mobile app I worked on using React and Firebase. We were building a simple app for tracking user activity, and I helped with some of the front-end work and connecting it to Firebase.

At one point, we had an issue where data was not showing up consistently for some users. It was a bit difficult to debug because it didn’t happen every time, so at first it was hard to tell if the problem was in the UI, the data being saved, or the way it was being read back. I assisted by checking the flow step by step, adding a few logs, and comparing what was happening in the app with what was stored in Firebase.

What helped most was breaking the problem down and testing small parts instead of trying to guess the full cause right away. I also worked with the rest of the team to narrow it down and make sure we were looking at the same behavior.

In the end, we were able to identify the issue and make the app more reliable. It was a good learning experience for me because it showed me how important it is to stay patient, test carefully, and communicate clearly when debugging.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000412,test_review_candidates,debugging_story,mobile app,generic_confident_answer,"One project I worked on was a mobile app built with React and Firebase for a course project. I was mainly helping with the debugging side, and one issue we ran into was that some data wasn’t showing up correctly for certain users, even though it seemed to be saving fine.

At first, it was a bit hard to tell where the problem was because the app looked like it was working in some cases. I helped by checking the flow step by step, looking at the frontend, the Firebase data, and comparing what was happening for different test accounts. We eventually found that the issue was related to how the app was handling the data after it was saved, so it wasn’t always displaying the latest information.

What I learned from that was to break the problem down into smaller parts instead of trying to guess the cause right away. I also got better at using logs and testing one change at a time. In the end, we were able to get it working more reliably, and it was a good experience for me because it showed me how to stay patient and methodical when debugging.",3,2,4,3,2,4,3,2,4,3,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
official_strong_patch_clarity_000128,test_review_candidates,failure_or_learning,NLP course project,official_strong_clarity_172,"In a course project, I built a small NLP service in Python that took text, classified it, and exposed the result through a REST API backed by SQL. I owned the API design and the integration between the model, the database, and the tests.

At first, my design did not work well because I was storing the raw text and the prediction in the same request flow, and the endpoint was timing out whenever the input was a bit larger. I also had a bug where the same text could be processed twice if the client retried the request, which created duplicate rows in the database. I initially assumed the issue was in the model, but after adding logging and running the endpoint locally with test payloads, I found the bottleneck was actually the synchronous processing inside the API layer.

I fixed it by separating the request validation, text preprocessing, and prediction steps more clearly. I also added a unique request hash in SQL so repeated submissions would be detected instead of inserted again. On the testing side, I wrote unit tests for the preprocessing function, API tests for status codes and duplicate handling, and a few integration tests that hit the endpoint with sample texts and checked the database state afterward.

After that change, the endpoint response time for normal requests dropped from around 2–3 seconds to under 500 ms in my local tests, and the duplicate-record issue was eliminated in the test suite. What I learned was that a design can look fine on paper, but for NLP systems the API boundary, data flow, and idempotency matter just as much as the model itself. I also learned to debug by isolating each layer instead of assuming the first thing I built was the problem.",5,5,5,5,4,5,5,5,5,5,4,5,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
official_high_impact_patch_impact_000020,test_review_candidates,failure_or_learning,NLP course project,accuracy_or_quality_improvement,"In my NLP course project, I was building a text classification model in Python with scikit-learn to label short student feedback into categories like “content,” “organization,” and “clarity.” My part was to design the preprocessing and validation approach, because at first our model looked much better on the training data than it did on new examples.

Initially, I used a very simple setup: lowercasing, removing punctuation, and then a TF-IDF vectorizer with a logistic regression classifier. On the training set, the accuracy was around 92%, so I thought we were in good shape. But when I tested it on a held-out validation set, performance dropped to about 68%, and the model was especially bad at the smaller classes. That was the first sign that something in the design was off, not just the model itself.

I dug into the error cases and realized two things. First, I had been tuning the model while looking too much at the training results, which made me overestimate how well it generalized. Second, our validation split was not representative enough because the classes were imbalanced. I changed the workflow so we used a proper train/validation split with stratification, and I compared several options using the validation set instead of the training score. I also added n-grams to the TF-IDF features and set `class_weight='balanced'` in logistic regression. That helped the model pay more attention to the smaller labels.

After those changes, validation accuracy improved from 68% to 81%, and macro F1 went up by about 14 points. More importantly, the model stopped missing the minority categories as often, which made the final demo much more convincing. The main thing I learned was that a design decision can look fine on paper, but if you don’t validate it properly, you can end up optimizing for the wrong thing. Since then, I’ve been much more careful about using a validation set early and checking class balance before trusting any metric.",4,4,5,5,4,5,4,4,5,5,4,5,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000004,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app I built as part of a course project. It was basically a simple app where users could browse some content and interact with it through a few different screens. I used React and JavaScript for it, and I helped with things like building components, setting up the layout, and making sure the pages worked together smoothly.

I was mostly assisting on the project rather than leading everything, so I got to learn a lot by working through the pieces with the rest of the team. I also spent time fixing small bugs and making the interface feel more consistent. It was a good experience because it helped me get more comfortable with React and understand how to turn an idea into something usable.

Overall, it went well and I learned a lot from it, especially about working with components and keeping the code organized enough to build on later.",2,3,4,1,2,4,2,3,4,1,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000010,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small portfolio-style app where users could browse some content and interact with a few simple features. I used React and JavaScript, and I helped with building a few of the components and making the pages work together.

I wasn’t the main person driving the whole project, but I assisted with the front-end work and helped fix some issues when things weren’t displaying correctly. I also spent time making sure the app felt clean and easy to use. It was a good experience for me because I got to practice working with React in a real project setting and learn how to break a bigger idea into smaller parts.

Overall, the project came together pretty well, and it helped me get more comfortable with front-end development and working with a team.",2,2,4,2,2,3,2,2,4,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000018,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app for a course project. It was basically a small app where users could browse and interact with some content, and I helped build parts of the frontend using React and JavaScript.

My role was more of an assisting role, so I wasn’t leading the whole thing, but I did help with things like creating components, making the pages work together, and fixing bugs when something wasn’t displaying correctly. I also worked with the rest of the team to make sure the app felt consistent and that the basic user flow made sense.

It was a good learning experience for me because I got more comfortable with React and how to break a project into smaller pieces. I also learned a lot about working with other people on the same codebase and how important it is to communicate when something changes. Overall, the project came together well and gave me a better understanding of how frontend development works in a real team setting.",2,2,4,2,2,4,2,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000032,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small frontend app where users could move through different pages and interact with some simple features, and I helped build parts of the interface using React and JavaScript.

My role was more of an assisting role, so I wasn’t leading the whole project, but I did help with things like creating components, making the layout work, and fixing bugs when something wasn’t displaying correctly. I also worked with the rest of the team to make sure the pages felt consistent and the app was usable.

It was a good learning experience for me because I got more comfortable with React and how to break a project into smaller pieces. I also learned a lot from seeing how the team handled problems and put everything together. In the end, we finished the project and it worked well enough for the class, so I felt good about what we built.",2,2,4,2,2,4,2,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000040,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse some content and interact with a few different pages, and I helped build parts of the front end using React and JavaScript. I mostly assisted with setting up components, making sure the pages displayed the right information, and fixing small issues when things weren’t working right.

It was a good learning experience for me because I got more comfortable working with React and understanding how different parts of a web app fit together. I also learned how important it is to keep things simple and test changes as you go, especially when you’re working with a team. In the end, we got the project finished and it worked well enough for the class, so I was happy with how it turned out.",3,2,4,2,2,4,3,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000049,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app I built as part of a course project. It was basically a simple front-end app where users could view different pieces of content and interact with a few basic features, and I used React and JavaScript for it.

I mainly assisted with the project, so I helped build some of the components and worked on making the pages display the right information. I also helped with a few small fixes when things weren’t working as expected, like making sure data showed up correctly and the layout looked okay.

It was a good learning experience for me because I got more comfortable working with React and thinking about how different parts of a web app fit together. In the end, we finished a working version of the app, and it helped me understand front-end development a lot better.",2,2,4,2,2,3,2,2,4,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000055,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app I built as part of a course project. It was basically a small portfolio-style app where users could browse different pages and interact with some simple features. I used React and JavaScript for it, and I helped with things like building components, setting up the page structure, and making sure the app felt consistent across the different screens.

I mostly assisted with the front-end side of things, so I worked on reusable components and helped fix a few bugs when things weren’t displaying correctly. It was a good learning experience for me because I got more comfortable with React and how to break a project into smaller pieces. I also learned a bit about working through issues step by step instead of trying to solve everything at once.

Overall, it was a pretty useful project for me because it gave me hands-on experience with building something from scratch, and I felt like I came away with a better understanding of how a real web app comes together.",3,3,4,2,2,3,3,3,4,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000066,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse information and interact with a few simple features, and I helped build parts of the front end using React and JavaScript.

My role was more of an assisting one, so I worked on some of the components, helped with layout and basic functionality, and fixed a few issues when things weren’t behaving the way we expected. I also spent time learning how the different parts of the app connected, which was really helpful for me because I got more comfortable working with React in a real project setting.

It was a good experience overall because I got to see how a web app comes together from start to finish, even on a smaller scale. The project ended up working well enough for the class, and I learned a lot from being part of the team.",2,2,3,2,2,4,2,2,3,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000071,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could view different pieces of content and interact with the interface in a simple way. I used React and JavaScript for most of it, and I helped with building some of the components and making sure the pages worked together.

I was more of a support role on the project, so I assisted with things like setting up parts of the UI, fixing small bugs, and helping connect different pieces of the app. It was a good experience for me because I got to see how a project comes together from start to finish, and I learned a lot about working with React in a real project setting.

Overall, it went pretty well and helped me get more comfortable with front-end development and working with a team.",2,2,3,1,2,3,2,2,3,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000076,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small front-end app where users could view different pages and interact with some simple features, and I used React and JavaScript for most of it. I helped out with building a few components and connecting the UI together, so I wasn’t doing everything on my own, but I did get to work through a lot of the setup and logic with the team.

What I learned most from it was how to break a bigger task into smaller pieces and how to make components work together more cleanly. I also got more comfortable with debugging and figuring out why something wasn’t rendering the way I expected. Overall, it was a good experience because it gave me a better understanding of how React projects are put together, and the final app came out pretty well.",3,2,4,2,2,4,3,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000082,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse information and interact with a few different pages, and I helped build some of the front-end pieces using React and JavaScript. My part was mostly assisting with components, making sure the UI showed the right data, and fixing a few bugs when things didn’t render correctly.

It was a good learning experience for me because I got more comfortable working with React, breaking things into reusable components, and understanding how the different parts of the app fit together. I also got a better sense of how to work with other people on a project and keep things moving when we ran into issues. Overall, it went well and helped me build confidence with front-end development.",3,2,4,2,2,3,3,2,4,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000088,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app I built as part of a course project. It was basically a simple app for browsing and managing some content, and I used React and JavaScript for most of it. I mainly helped with building a few of the pages, setting up components, and making sure the app was working smoothly.

I was also involved in fixing small issues as they came up and making some updates based on feedback from the rest of the group. It was a good experience for me because I got more comfortable with React and learned how to break a project into smaller parts instead of trying to do everything at once.

Overall, it was a pretty useful project for me, and it helped me understand how front-end development works in a real team setting, even though it was still a course project.",2,3,3,2,2,3,2,3,3,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000093,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could view information, interact with a few different pages, and navigate around without the site reloading. I used React and JavaScript for most of it.

My role was more of an assisting role, so I helped build some of the components and worked on parts of the UI with the rest of the team. I also helped fix a few bugs and made small updates when things weren’t displaying correctly. It was a good project for me because I got more comfortable with React and learned how to break a page into reusable pieces.

Overall, it went pretty well and helped me get more hands-on experience with front-end development.",2,2,4,1,2,3,2,2,4,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000098,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app I built as part of a course project. It was basically a small app where users could browse some content, view details, and interact with a few simple features. I used React and JavaScript for it, and I helped with things like building some of the components, connecting the pages together, and making sure the app felt usable.

I was mostly assisting on the project rather than leading everything, so I got to learn a lot by working through the pieces with the rest of the team. I remember spending time figuring out how to structure the components and how to pass data around in a clean way. It also helped me get more comfortable with React and with debugging small issues as they came up.

Overall, it was a good experience because it gave me a better understanding of how a front-end project comes together, and I felt like I came away with a stronger grasp of the basics.",3,2,3,2,2,4,3,2,3,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000105,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app for a course project. It was basically a small app where users could view different pieces of content and interact with the interface in a simple way. I used React and JavaScript for it, and I helped with building some of the pages and making parts of the UI work.

My role was more of an assistant on the project, so I wasn’t doing everything from scratch, but I did get to work on components, help fix bugs, and make small improvements as we went along. I also learned a lot about how React apps are structured and how to break things into reusable parts.

It was a good experience for me because it gave me more confidence working on a real project instead of just small exercises. The app came together well enough for the class, and I definitely came away with a better understanding of front-end development.",2,2,3,1,2,3,2,2,3,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000110,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app I built as part of a course project. It was basically a small frontend application where users could browse some content, view details, and interact with a few simple features. I used React and JavaScript for it, and I helped with things like building components, setting up the page structure, and making the interface work smoothly.

I wasn’t the only person working on it, so I mostly assisted with the development and jumped in where needed. I also spent some time fixing small bugs and making sure the app behaved the way we wanted. It was a good learning experience for me because I got more comfortable with React and learned how to work through problems step by step.

Overall, it was a simple project, but it helped me understand how a real web app comes together and gave me more confidence working with frontend development.",3,2,3,2,2,4,3,2,3,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000116,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could view information, interact with a few different pages, and navigate around without the page reloading. I used React and JavaScript for most of it, and I helped with building some of the components and connecting the different parts of the UI together.

I wasn’t the only person working on it, so I mostly assisted with the front-end side and helped fix small issues as we went along. I also got some experience figuring out how to structure components and make the app feel more consistent. It was a good learning experience for me because I got to practice working with React in a more real project setting instead of just doing small exercises.

Overall, the project went well and helped me get more comfortable with JavaScript and React, especially with how a web app comes together from start to finish.",2,2,4,1,2,3,2,2,4,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000122,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was a pretty simple app overall, but it helped me get more comfortable with React and JavaScript. I mostly assisted with building parts of the interface and connecting some of the components together.

My role was more on the support side, so I helped where I could and learned a lot by working through the code with the rest of the team. I got to practice things like breaking the UI into smaller pieces and making the app feel more usable. It also helped me understand how a project comes together from start to finish, even when it’s not very large.

In the end, we had a working app that met the main goals of the project, and it was a good experience for me because it gave me more confidence working with React in a real project setting.",2,2,4,1,2,3,2,2,4,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000129,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app I built as part of a course project. It was basically a simple app where users could browse some content and interact with a few different pages and features. I used React and JavaScript for it, and I helped with things like setting up components, making the UI work, and connecting some of the basic interactions.

I wasn’t the only person working on it, so my role was more of assisting with the development and helping wherever needed. I spent a lot of time making sure the pages displayed correctly and fixing small issues when things didn’t behave as expected. It was a good project for me because I got more comfortable with React and learned how to break a bigger idea into smaller parts.

Overall, it was a pretty useful experience for me, and it helped me understand how to work on a web app from start to finish, even if it was a simple one.",2,2,3,1,2,3,2,2,3,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000137,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could view different pieces of content and interact with the interface, and I used JavaScript and React for most of it. I helped with building some of the components and making the pages work together, and I also fixed a few bugs when things weren’t displaying correctly.

I was still learning a lot at the time, so I mostly assisted with the frontend side and followed the structure the team had already started. It helped me get more comfortable with React, working with props and state, and just understanding how a real project comes together. In the end, we got it working well enough for the class, and it was a good experience for me because I got to practice building something from scratch and working with other people on it.",3,2,3,2,2,4,3,2,3,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000145,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could view different pieces of content and interact with the interface in a simple way. I used React and JavaScript for most of it, and I helped with building some of the components and making the pages work together.

My role was more of an assistant on the project, so I wasn’t doing everything from scratch, but I did contribute to the front end and helped fix a few issues when things weren’t behaving the way we expected. I also got some experience working with props, state, and making sure the UI updated properly when users clicked around.

It was a good learning experience for me because I got to see how a real project comes together, even if it was a smaller one. I think it helped me get more comfortable with React and with working on a team, and overall the project turned out well.",2,2,3,1,2,4,2,2,3,1,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000151,test_review_candidates,project_overview,React web app,vague_but_relevant,"Sure — one project I worked on was a React web app I built as part of a course project. It was basically a small app for browsing and managing some simple content, and I used React and JavaScript for most of it.

My role was more on the assisting side, so I helped with building a few components, connecting the pages together, and fixing bugs when things weren’t working right. I also spent some time making sure the app looked clean and was easy to use. I learned a lot about how React apps are structured and how to break a bigger task into smaller pieces.

It was a good experience because it gave me a chance to work through real development problems, even though it was a smaller project. By the end, we had something working that showed the main idea well, and it helped me get more comfortable with frontend development.",2,2,4,2,2,4,2,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000165,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse some content and interact with a few different pages, and I helped build parts of the front end using React and JavaScript. My role was more of an assisting role, so I worked with the rest of the team on things like components, basic page layout, and helping fix bugs when something wasn’t working right.

I learned a lot from that project because it was one of the first times I had to work on something a bit bigger than a simple practice exercise. I got more comfortable with React, especially how to break the UI into smaller pieces and pass data around. I also had to spend time debugging and figuring out why certain parts weren’t updating the way we expected, which was good practice for me.

Overall, it was a good experience and helped me understand how a real front-end project comes together, even though it was still a course project.",3,2,4,2,2,4,3,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000172,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app I built as part of a course project. It was basically a simple frontend app where users could browse some content and interact with a few different pages and components. I used React and JavaScript for it, and I helped with things like setting up components, handling basic state, and making the UI work smoothly.

I wasn’t the only person working on it, so I mostly assisted with the development and helped fix issues as they came up. I also spent time making sure the app was organized in a way that made sense and was easy to follow. It was a good learning experience for me because I got more comfortable working with React and thinking through how different parts of a web app fit together.

Overall, it went well and helped me build confidence with frontend development.",2,2,3,1,2,3,2,2,3,1,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000178,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app I built for a course project. It was basically a small front-end app where users could view and interact with some content, and I used React and JavaScript to put it together. I helped with the main UI pieces, like setting up components, handling basic page changes, and making sure the app felt usable.

I was mostly assisting on the project, so I got to work alongside others and learn how to break the work into smaller parts. I also spent time fixing bugs and making small improvements when things weren’t behaving the way we wanted. It was a good experience because it helped me get more comfortable with React and understand how a real project comes together.

Overall, it went well and I learned a lot from it.",2,2,3,2,2,3,2,2,3,2,2,3,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000185,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse some content and interact with a few simple features, and I helped build parts of the front end using React and JavaScript. I mostly assisted with putting together components, handling basic state, and making sure the pages looked and worked consistently.

I was still learning a lot at the time, so I worked closely with the rest of the team and picked up a better understanding of how React apps are structured. I also spent time fixing small bugs and making changes based on feedback. It was a good experience because it gave me more confidence working on a real project instead of just doing isolated अभ्यास exercises.

Overall, it went well and helped me get more comfortable with building user interfaces and working in a team.",3,2,4,2,2,4,3,2,4,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
ex_000195,test_review_candidates,project_overview,React web app,vague_but_relevant,"One project I worked on was a React web app for a course project. It was basically a small app where users could browse some content, interact with a few different pages, and see updates without the whole page reloading. I used React and JavaScript for it, and I mainly helped with building some of the components and getting the basic UI working.

I wasn’t the only person working on it, so I mostly assisted with parts of the front end and helped fix a few issues when things weren’t displaying correctly. I also got some practice with breaking the app into reusable pieces, which was helpful because at first it felt a little messy to keep everything organized.

Overall, it was a good learning experience for me because it gave me a better understanding of how a React project comes together and how to work through problems as I build. The project ended up working well enough for the class, and I felt like I learned a lot from it.",2,2,3,2,2,4,2,2,3,2,2,4,project_team_approved,confirmed,,,The existing scores are supported by the answer text and rubric.
